,H,OMEGA_M,OMEGA_L,W0,WA,Z,ANGLE,ell0,ell1,ell2,ell3,ell4,ell5,ell6,ell7,ell8,ell9,ell10,ell11,ell12,ell13,ell14,ell15,ell16,ell17,ell18,ell19,ell20,ell21,ell22,ell23,ell24,ell25,ell26,ell27,ell28,ell29,ell30,ell31,ell32,ell33,ell34,ell35,ell36
0,0.72,0.3,0.7,-1.0,0.0,1.0,3.5,5.936281496432647e-09,0.0,0.0,2.1363828987192983e-09,0.0,0.0,2.418583496833028e-09,4.890254657063307e-09,0.0,0.0,2.577546430537501e-09,3.4333345817039978e-09,4.033147796095429e-09,4.305532154222482e-09,1.861397958412672e-09,1.8130432002002347e-09,1.9499855486640152e-09,2.361656721324569e-09,1.2028083940893913e-09,1.9167161024774853e-09,9.709568816182063e-10,1.0290915256121224e-09,7.64879064294649e-10,7.586411184278944e-10,7.891014149912719e-10,6.398881681645953e-10,3.664573204904072e-10,4.982231001816148e-10,3.634824410884606e-10,3.3567484848930214e-10,2.915468003113991e-10,2.2893744921716382e-10,1.7781356655907228e-10,1.6082424022006498e-10,1.235870309692782e-10,1.0557780134020469e-10,7.363718557366688e-11
0,0.72,0.3,0.7,-1.0,0.0,1.0,3.5,5.941208559057918e-09,0.0,0.0,5.8199723337872216e-09,0.0,0.0,1.52780698992985e-08,3.034951909564821e-09,0.0,0.0,2.702202061120601e-09,2.4477341033449553e-09,1.9790304712290516e-09,9.651088829022463e-10,7.735547669164343e-10,1.8084368219945768e-09,6.363547013239635e-10,8.777620975792093e-10,9.038934716237279e-10,6.861129315854882e-10,8.1665674882075e-10,6.780893348953348e-10,5.587384957125117e-10,5.899448996803288e-10,5.122276340471668e-10,5.528847183312809e-10,4.038750470975136e-10,3.4598212463362525e-10,2.485397460801078e-10,2.7797894998031675e-10,2.356664444999221e-10,1.7880912111620477e-10,1.378193378201672e-10,1.1632605622123558e-10,9.618431430678486e-11,8.34299048442258e-11,6.525986399122677e-11
0,0.72,0.3,0.7,-1.0,0.0,1.0,3.5,1.8475996303207475e-08,0.0,0.0,7.618377154464037e-09,0.0,0.0,1.0532660688497114e-09,2.2342070115080503e-09,0.0,0.0,4.035490066205343e-09,1.3926739077443063e-09,2.4487584673834058e-09,9.135939717390948e-10,9.967214575902915e-10,2.100792490037065e-09,1.8819357448026022e-09,1.7433181139583494e-09,1.2766934737385296e-09,6.942451186822786e-10,9.265745457459605e-10,8.61299598638876e-10,7.156683990938829e-10,7.307452273444651e-10,5.73776309981564e-10,5.709747902754088e-10,4.97526165833484e-10,4.243451421667271e-10,3.7004543559057486e-10,2.7899329179546677e-10,2.4407129013676617e-10,1.952039871730476e-10,1.552937080519544e-10,1.364457060777779e-10,1.1469421538250568e-10,9.337327496184179e-11,7.262753797658329e-11
0,0.72,0.3,0.7,-1.0,0.0,1.0,3.5,4.270053107970072e-08,0.0,0.0,3.090969400844848e-09,0.0,0.0,4.39532357808246e-09,7.199719945618454e-09,0.0,0.0,4.691560559000373e-09,2.746969548226955e-09,4.866218078377477e-09,2.7042679445132138e-09,2.772446640113267e-09,1.452493819878706e-09,1.419055370324055e-09,2.322829528280805e-09,1.911556279946801e-09,1.0480761763542814e-09,1.8146064539865508e-09,8.928517606583157e-10,8.595491284123558e-10,8.138530447337331e-10,5.73428732556703e-10,5.481475999788416e-10,4.789795183475398e-10,4.490614080143303e-10,3.3220837789186125e-10,2.710383445835936e-10,2.675752126750919e-10,2.413317687635963e-10,1.8060282630648326e-10,1.365538234275185e-10,1.1617881711811368e-10,9.304968809498946e-11,6.779381911903e-11
0,0.72,0.3,0.7,-1.0,0.0,1.0,3.5,3.0530499484190936e-09,0.0,0.0,1.4221933673596307e-08,0.0,0.0,7.331827575853519e-09,6.1816842066752845e-09,0.0,0.0,4.73473376244578e-09,2.5994829895244126e-09,3.906521305369846e-09,1.4831531107440186e-09,2.0723159088918695e-09,1.37610648392714e-09,1.346689214502564e-09,1.142666183519164e-09,1.419751019110389e-09,1.2347436096560568e-09,7.792200479941821e-10,6.930080649053763e-10,8.455237846271228e-10,6.47194822595932e-10,4.0334928102736717e-10,4.5124051022557653e-10,5.345326170751082e-10,3.6301325290877444e-10,3.577080876626506e-10,2.6060486175985193e-10,2.3232387952071265e-10,1.9530221214096954e-10,1.5861213538295128e-10,1.4807854553091978e-10,1.1772100447135248e-10,9.30699168126379e-11,7.783913533128232e-11
0,0.72,0.3,0.7,-1.0,0.0,1.0,3.5,5.553690847566159e-10,0.0,0.0,9.544048716999364e-09,0.0,0.0,1.3956367592422406e-08,1.1531049692613166e-09,0.0,0.0,8.206190597404953e-09,3.6413096564139477e-09,2.6505679267512146e-09,2.948343557770899e-09,9.742759119353498e-10,1.2822307597187537e-09,1.898074314525284e-09,1.2981581121368353e-09,1.3297365625969546e-09,1.5437462961102134e-09,7.665452010702197e-10,8.50571736536407e-10,7.01418104215556e-10,5.946781361181348e-10,4.77802184584403e-10,5.074875112764825e-10,5.078909192784897e-10,3.4569901264019217e-10,3.5736428577970986e-10,2.9890160276535853e-10,2.7834131751472166e-10,2.0281614598694747e-10,1.6737867529318772e-10,1.5115899971252921e-10,1.1887016223712164e-10,9.262941220472344e-11,7.874410105110473e-11
0,0.72,0.3,0.7,-1.0,0.0,1.0,3.5,4.1512029766731564e-09,0.0,0.0,7.86961299140791e-09,0.0,0.0,4.890697089330754e-09,3.832186567601957e-09,0.0,0.0,3.001800671019078e-09,2.4462046281219706e-09,2.1697048035908394e-09,1.4906883744072577e-09,2.446364448413318e-09,2.1350440725469832e-09,1.6797745815191238e-09,1.2306346076373372e-09,7.500610862985318e-10,7.48875201754727e-10,8.918072474354738e-10,9.322876982062524e-10,7.41323179565446e-10,6.283587854428897e-10,5.560478245887269e-10,5.422979937725122e-10,4.876529552636786e-10,3.267000634904256e-10,3.377401981564098e-10,2.2808605127644654e-10,1.938007801537979e-10,1.7706577778192132e-10,1.5985730260840402e-10,1.1222942646812882e-10,1.0344036576563291e-10,8.505882976770142e-11,6.149134319999271e-11
0,0.72,0.3,0.7,-1.0,0.0,1.0,3.5,2.189354484451485e-08,0.0,0.0,1.2528526765825305e-08,0.0,0.0,1.5497275104098743e-08,4.408868091195513e-09,0.0,0.0,3.863123300345894e-09,2.2318777551408655e-09,5.047644694113399e-09,4.35110393048438e-09,5.93208842947379e-09,2.3841392027363827e-09,1.5010511410637204e-09,2.8778029670189924e-09,2.0622809542625096e-09,1.091038418739972e-09,1.0144911123894585e-09,1.1848319060453198e-09,1.2570348857718458e-09,9.757043379217841e-10,6.815477343828196e-10,7.100881131120938e-10,4.526992039845942e-10,4.915749873472851e-10,4.6392708978002717e-10,3.4501514629258913e-10,2.8534609620594716e-10,2.749538826886415e-10,2.2154703854363621e-10,1.5833596332905353e-10,1.333370492877385e-10,9.783570605803566e-11,8.50434429391424e-11
0,0.72,0.3,0.7,-1.0,0.0,1.0,3.5,7.269622109890598e-09,0.0,0.0,6.9736211386612225e-09,0.0,0.0,4.846948274981558e-09,1.8609310231799553e-08,0.0,0.0,1.1316744085010641e-08,1.1741760559756833e-08,6.315018552860319e-09,3.5001378705283704e-09,4.034785961818588e-09,4.157069435198816e-09,2.29855928840406e-09,2.6193931296573e-09,2.179761548334527e-09,2.6320910529552587e-09,1.3857321298094324e-09,1.1775753272613889e-09,1.083863927768865e-09,1.0496574828834577e-09,8.184451855003592e-10,5.858505989491394e-10,5.380406217257654e-10,4.250062551471215e-10,3.2424017063049716e-10,3.9759986615668415e-10,2.902626171921867e-10,2.0820377163100313e-10,1.8453688563204105e-10,1.7005525119984212e-10,1.1998518142089676e-10,9.861851532742123e-11,8.299910863776673e-11
0,0.72,0.3,0.7,-1.0,0.0,1.0,3.5,3.2691642680938145e-09,0.0,0.0,1.2419772513308507e-08,0.0,0.0,8.133971652572027e-09,7.90323409096913e-09,0.0,0.0,5.065497035641965e-09,6.1948403504458104e-09,3.57608062490532e-09,3.755857804526003e-09,1.3877946179067087e-09,1.7482824295851809e-09,1.3643775688859394e-09,2.420174461092914e-09,8.998331935758912e-10,1.0677561416149845e-09,1.4860566865198935e-09,9.76803725269682e-10,7.999008726055027e-10,7.343056918887509e-10,9.122644774053105e-10,5.285223357641079e-10,4.831571220167643e-10,3.2068137281412213e-10,3.437547990930433e-10,2.934700030918561e-10,2.601001528691957e-10,2.0266548448807879e-10,1.6202798161421526e-10,1.5051653475865854e-10,1.0819035803874999e-10,8.894557338467997e-11,7.143886151816047e-11
0,0.72,0.3,0.7,-1.0,0.0,1.0,3.5,8.425525474467952e-09,0.0,0.0,2.648989683460555e-10,0.0,0.0,2.477480485929486e-08,4.577160057154042e-09,0.0,0.0,6.8125670368444315e-09,1.3268923502240885e-09,1.4569570987390595e-09,4.814726687397352e-09,2.8965149163548834e-09,3.052759706163818e-09,2.659486123237848e-09,2.372049673316857e-09,2.297511756188358e-09,1.7482061747869798e-09,1.1650785645368975e-09,1.118558993275385e-09,9.660140475820577e-10,6.923938718299493e-10,8.745784661707404e-10,6.731023324920668e-10,5.63669293464859e-10,4.1810652182341034e-10,3.2270774269284283e-10,3.210461738619698e-10,2.473920753012359e-10,2.2001029027789e-10,1.8476949095995525e-10,1.5265613183198668e-10,1.1013401229250802e-10,8.612310418339636e-11,6.841680402131277e-11
0,0.72,0.3,0.7,-1.0,0.0,1.0,3.5,9.087460000744178e-09,0.0,0.0,7.079272937121449e-09,0.0,0.0,7.758257077035784e-09,6.517927262278414e-09,0.0,0.0,4.379768372612666e-09,2.7921996603617853e-09,3.97516200268481e-09,2.6068744782416186e-09,8.092381852040042e-10,2.7308227041810244e-09,2.8596696276499986e-09,1.1661765927000473e-09,1.322105628071795e-09,1.310130484198214e-09,8.791372437794211e-10,1.203533748219423e-09,7.545635705701271e-10,6.992347547403769e-10,6.280787706242703e-10,5.961673671738898e-10,4.613559086464629e-10,4.6331901685282974e-10,3.78103004522648e-10,3.18442926502729e-10,2.72948452634389e-10,2.3192961079291141e-10,1.8720829664976468e-10,1.43191058833786e-10,1.3561936123835337e-10,9.577896296362889e-11,8.631127450043672e-11
0,0.72,0.3,0.7,-1.0,0.0,1.0,3.5,3.3257252383319737e-08,0.0,0.0,4.8444976822753865e-09,0.0,0.0,9.096304259994067e-09,9.22560666069196e-09,0.0,0.0,2.3066054391457872e-09,3.883230586773106e-09,2.0307177135172242e-09,2.8616118836210304e-09,4.777156859202427e-09,2.942675393432477e-09,2.055918006553491e-09,1.5519929141128066e-09,1.5093367989783646e-09,9.98875857368107e-10,1.5970085448512147e-09,1.058374592188375e-09,7.555316382327522e-10,8.341152693742862e-10,6.142731008535015e-10,7.233990916524502e-10,4.90257277695467e-10,4.1578263323596133e-10,3.782699792531502e-10,3.3359943877173766e-10,2.8589719457535477e-10,2.3859358610182846e-10,1.955329174247162e-10,1.7344703198515642e-10,1.2386568235608578e-10,9.925390302296891e-11,8.893966650628174e-11
0,0.72,0.3,0.7,-1.0,0.0,1.0,3.5,5.666941589548477e-08,0.0,0.0,2.9769114452442947e-08,0.0,0.0,6.28340812014606e-09,1.3865124021013003e-08,0.0,0.0,2.8888893203459553e-09,6.139503986428766e-09,4.01298851023024e-09,3.3975553031267706e-09,2.0174528142929704e-09,2.0724381208914073e-09,1.2634408047708258e-09,1.960657983529522e-09,1.6103026095575088e-09,1.3116184415360605e-09,1.6327706222449258e-09,9.63193139086177e-10,9.537555936198216e-10,9.146427414153779e-10,6.065485910227813e-10,7.655974447875526e-10,5.431802674263571e-10,4.361582606287115e-10,4.313964958770615e-10,3.439240298832114e-10,3.051616209969677e-10,2.1751822145479692e-10,2.001593146379591e-10,1.747230382722189e-10,1.2896208138061973e-10,1.0528173507272656e-10,8.271221796632189e-11
0,0.72,0.3,0.7,-1.0,0.0,1.0,3.5,1.286717039397074e-08,0.0,0.0,4.5720195089989954e-09,0.0,0.0,8.767238578002798e-10,8.231438615314353e-09,0.0,0.0,4.178697672383293e-09,2.6307891103558934e-09,2.233637886983985e-09,1.6326857260469492e-09,2.1223694938513107e-09,9.91912475714036e-10,1.2341481617369033e-09,9.150320041025871e-10,1.4851625374054862e-09,6.644888521316227e-10,1.2456335781774605e-09,1.0454755894679367e-09,9.677941790320163e-10,5.479815093477156e-10,5.788559287004174e-10,5.274087025995286e-10,4.66417009153658e-10,4.319286964609537e-10,3.1752575935193296e-10,2.5942569066392177e-10,2.7410795947279676e-10,2.1129026303823568e-10,1.748095776514329e-10,1.3678320604109955e-10,1.1908758421277934e-10,9.131709316195726e-11,7.075963757336689e-11
0,0.72,0.3,0.7,-1.0,0.0,1.0,3.5,4.325700990319163e-08,0.0,0.0,1.450963318216707e-08,0.0,0.0,1.229020484489244e-09,4.518338953716636e-09,0.0,0.0,3.6330399382330854e-09,6.770540451885161e-09,1.7089536542030483e-09,2.9598116681673376e-09,5.600669716520742e-09,2.2400672264292354e-09,1.7833703064992155e-09,9.382979214620827e-10,1.0796042793972094e-09,7.322670062299723e-10,9.267598499461715e-10,8.696696064417229e-10,8.286446063885913e-10,6.350391077303696e-10,7.259010085256401e-10,5.237212606806485e-10,4.3871177614420133e-10,4.6527591576436283e-10,3.3518679053309477e-10,2.8782333525364326e-10,2.534313598364298e-10,1.9937501678052089e-10,1.602968599460538e-10,1.2942509148456315e-10,1.0564494472023789e-10,9.156454822301554e-11,7.135909731194219e-11
0,0.72,0.3,0.7,-1.0,0.0,1.0,3.5,3.393100330711184e-08,0.0,0.0,1.8583369699134804e-08,0.0,0.0,8.75240014351598e-09,7.194358653309741e-09,0.0,0.0,3.814812898403427e-09,4.1533331034514685e-09,2.406468227931426e-09,2.6490276833810184e-09,2.604880373313135e-09,1.8513800553384095e-09,3.0509525056206245e-09,1.9403157876865403e-09,1.44108394920243e-09,1.6405568586027443e-09,1.5722684558582936e-09,6.925598935783996e-10,1.0337557837943651e-09,6.709012059383885e-10,7.604108626081037e-10,6.474644921503347e-10,5.309654205951038e-10,4.50991576176948e-10,4.1801580629710305e-10,3.370891189695001e-10,2.824881615016588e-10,2.364851402147386e-10,1.9317931685089486e-10,1.797904656228412e-10,1.3576709431552523e-10,1.1067207064852244e-10,8.827106190810002e-11
0,0.72,0.3,0.7,-1.0,0.0,1.0,3.5,8.899684450419918e-09,0.0,0.0,5.83374484515626e-09,0.0,0.0,2.214329231496621e-09,3.000854874629131e-09,0.0,0.0,1.2241833969843163e-09,3.229394639713484e-09,1.7194334320497673e-09,1.5031257900587658e-09,1.2909415639453676e-09,1.3746472186115552e-09,1.1481689742866718e-09,1.576726164092421e-09,1.448269235577711e-09,7.727362265975225e-10,1.0503421889819737e-09,9.951427450259578e-10,5.558668177000641e-10,7.636194099572075e-10,6.507548468539538e-10,4.923282467650241e-10,4.763658014645788e-10,4.364962995104322e-10,3.4120988097164164e-10,3.0998912516266487e-10,2.2417168737662243e-10,2.0421477977283775e-10,1.6745017492568543e-10,1.3907516387193887e-10,1.2554979262494248e-10,9.234947652936876e-11,7.1475856719181e-11
0,0.72,0.3,0.7,-1.0,0.0,1.0,3.5,7.504322726282538e-09,0.0,0.0,1.1530722634957606e-08,0.0,0.0,5.222113592098572e-09,7.483485371134817e-09,0.0,0.0,1.8092073559732747e-09,9.045367574155746e-10,3.0947909957212244e-09,2.9240496039235996e-09,1.871586449777879e-09,3.5293582494696186e-09,1.9475936860780166e-09,1.37480458053581e-09,1.0452310893981322e-09,1.7120480055176139e-09,9.459247207447966e-10,1.7926176739716903e-09,9.290893309746191e-10,9.54234784067685e-10,8.19512106929722e-10,5.6166442364896e-10,4.841599830139942e-10,4.510405687234977e-10,3.423599014887752e-10,3.596506603758007e-10,2.8609545818539633e-10,2.128444637919651e-10,1.9914055634662704e-10,1.5367534094871728e-10,1.4014883538062213e-10,1.0454103761315677e-10,8.058897160524667e-11
0,0.72,0.3,0.7,-1.0,0.0,1.0,3.5,2.214323396714278e-09,0.0,0.0,8.349438897469539e-09,0.0,0.0,4.269571484017028e-09,4.511979847702221e-09,0.0,0.0,1.6338586061961436e-09,2.4929987369510773e-09,4.036685441002594e-09,1.7163962042954391e-09,9.580118565528037e-10,1.6597122356771042e-09,9.095403589879019e-10,1.4173572536261812e-09,1.4507362337556929e-09,1.4619357526230326e-09,1.1516638734670787e-09,7.562661896827212e-10,8.084911820874412e-10,7.793547192980638e-10,5.426121145812524e-10,4.2513898709758964e-10,4.1191465957434635e-10,3.545273449046876e-10,3.30616130395634e-10,2.679167641074089e-10,2.2260582991470716e-10,1.9516771378734111e-10,1.4245885276483397e-10,1.327337627268223e-10,1.0999252528342453e-10,8.868484308321922e-11,7.337153821911208e-11
0,0.72,0.3,0.7,-1.0,0.0,1.0,3.5,2.3390947130811742e-08,0.0,0.0,1.4453555165216783e-08,0.0,0.0,1.2958370964065453e-08,4.354262831035115e-09,0.0,0.0,4.267776650063256e-09,7.891054168485292e-09,2.6348976202392283e-09,3.2166432103553053e-09,3.1928097553954284e-09,2.2002324127876414e-09,1.331912756633512e-09,2.6022035417145606e-09,1.3689880067953725e-09,1.939593497190152e-09,1.3503056791847263e-09,1.2761518852083755e-09,6.874435585262238e-10,9.620282074077292e-10,8.394389323582981e-10,7.761921879586367e-10,5.646347434835745e-10,4.795349076289695e-10,3.908802739861705e-10,3.264070698484619e-10,2.543025190348716e-10,2.2618017947066656e-10,1.8524559254914951e-10,1.4045234956688458e-10,1.3255916425603666e-10,1.003351826428399e-10,8.249579124652136e-11
0,0.72,0.3,0.7,-1.0,0.0,1.0,3.5,1.3645955791009519e-08,0.0,0.0,2.7879517165264836e-09,0.0,0.0,4.14391746069599e-09,8.234629420301712e-09,0.0,0.0,9.491352785743347e-09,2.016355044965742e-09,3.510322339520546e-09,4.724010679819801e-09,4.585191525815602e-09,1.5509428587846603e-09,2.2198482057266675e-09,2.7878498992515968e-09,2.611007655331533e-09,2.222667622283073e-09,1.5067010717317572e-09,1.1517231148685843e-09,1.3040541744976176e-09,8.731943031831814e-10,1.0846822953940873e-09,6.416267168006375e-10,7.716333862953279e-10,6.348283889103987e-10,4.4926899315004743e-10,4.186568498758731e-10,3.473913287477041e-10,2.811200100387534e-10,2.2765156378934174e-10,1.8697229282495623e-10,1.5974962164327928e-10,1.219164307436104e-10,1.0170150982939409e-10
0,0.72,0.3,0.7,-1.0,0.0,1.0,3.5,1.3301046944898026e-08,0.0,0.0,9.747079407504383e-09,0.0,0.0,5.080720581610334e-09,1.699730501028886e-09,0.0,0.0,4.699797232602785e-09,3.908798740041237e-09,4.698198700216132e-09,2.4845557978761293e-09,2.684974657824214e-09,2.396791723549193e-09,1.6319462012199644e-09,2.0260094879278147e-09,1.2318569385032433e-09,1.3202068958180796e-09,1.1704982765614632e-09,9.789770279426185e-10,8.344244958060247e-10,7.486521788868879e-10,7.634308282035283e-10,6.279405763200197e-10,5.770910809341578e-10,4.398511878033451e-10,3.9828791965426106e-10,3.0146105502619754e-10,3.0582664116865043e-10,2.1405970321508702e-10,1.6849260311973785e-10,1.3755756240707242e-10,1.1566220721545353e-10,9.414200603586934e-11,7.284711003276588e-11
0,0.72,0.3,0.7,-1.0,0.0,1.0,3.5,3.498282767434853e-08,0.0,0.0,7.807984514700789e-09,0.0,0.0,3.2065248926098937e-09,6.81490881357126e-09,0.0,0.0,9.2914190886465e-09,2.2273820437847738e-09,8.926752072577384e-09,2.17254241590059e-09,3.80773393686611e-09,2.2893119697796e-09,1.6962582893691732e-09,2.1696823879305256e-09,1.721768896168198e-09,2.377296527663337e-09,1.5171699741133261e-09,1.3826065682484515e-09,1.1474813865625232e-09,9.28573637607192e-10,9.123301317937497e-10,6.975147309052784e-10,6.799751965802666e-10,5.456321370203174e-10,4.661326396943549e-10,3.6746003825758805e-10,3.027648339356463e-10,2.5761246586835334e-10,2.0819355065300378e-10,1.7069698884112394e-10,1.3433975553630143e-10,9.85796598593635e-11,8.649578842077393e-11
0,0.72,0.3,0.7,-1.0,0.0,1.0,3.5,6.70990889323595e-09,0.0,0.0,1.5168767347313644e-08,0.0,0.0,1.5408580092352382e-09,7.542557431157963e-09,0.0,0.0,3.3305672080311234e-09,4.699864608801774e-09,7.385498288079986e-09,2.5079241427035563e-09,4.0736231788065926e-09,2.82836334966604e-09,3.7141289909932852e-09,1.3260757617985758e-09,1.998051340728881e-09,1.8581692896437113e-09,1.2520852546595002e-09,1.2642433588341973e-09,1.1902084357690783e-09,7.314509967271789e-10,8.588604750559671e-10,6.841884945609472e-10,5.840120793080405e-10,5.657253700105928e-10,4.216757890062796e-10,3.2987583800134587e-10,2.758413382977738e-10,2.1828958142617427e-10,2.0706478450977655e-10,1.7027587907644393e-10,1.1741832982094623e-10,9.345379773970652e-11,7.746981247812981e-11
0,0.72,0.3,0.7,-1.0,0.0,1.0,3.5,1.671564854155356e-08,0.0,0.0,2.0891020440718407e-08,0.0,0.0,1.8564360145841887e-09,1.3653928691181096e-08,0.0,0.0,6.790617222919943e-09,3.0658195946700397e-09,3.086764113159283e-09,3.0692527570982668e-09,1.571009435364301e-09,2.703157395725235e-09,1.6831759747364292e-09,9.914583219404495e-10,1.6506994187655911e-09,1.815556973422694e-09,8.475084916672221e-10,1.2316631421122094e-09,9.64619600488496e-10,6.255979040600239e-10,7.459919616606032e-10,6.324283295467836e-10,4.716657618316216e-10,4.224874662565218e-10,3.5213067701158854e-10,3.3520848220271065e-10,3.04163675041453e-10,2.2481398153200647e-10,2.2297045298106555e-10,1.57132738317596e-10,1.2310527898270246e-10,1.0061194745791508e-10,8.16240457171587e-11
0,0.72,0.3,0.7,-1.0,0.0,1.0,3.5,1.1014693180011397e-08,0.0,0.0,6.333060933508428e-09,0.0,0.0,8.582673461334125e-09,8.166029526281579e-09,0.0,0.0,1.0330059344336875e-08,6.7790690778698626e-09,1.1042670536603434e-08,5.115733605170768e-09,2.826641862000812e-09,5.154983551885806e-09,2.4701422403884928e-09,2.709094449878247e-09,1.839901829478633e-09,1.4173950458293326e-09,1.3688883796061731e-09,1.0861806948802091e-09,1.1488772480914e-09,8.766111706190752e-10,6.762286262237656e-10,5.667993511537931e-10,5.528025981696736e-10,5.346785207180465e-10,4.332620161423065e-10,3.5678660135412327e-10,3.366464657218073e-10,2.659362796677993e-10,2.1130481980036032e-10,1.5961113462851497e-10,1.2516513645550924e-10,1.0076051883026777e-10,7.65995406858863e-11
0,0.72,0.3,0.7,-1.0,0.0,1.0,3.5,3.1298738220530775e-08,0.0,0.0,1.9816640553297455e-08,0.0,0.0,4.371631239651581e-09,6.04127905089973e-09,0.0,0.0,3.4358958594296696e-09,2.1457590956029092e-09,2.785917501471998e-09,2.1804585818159204e-09,1.883612049488462e-09,1.8417942502774083e-09,3.6537729349850452e-09,1.559158098826508e-09,1.052355199770271e-09,3.2229866897558384e-09,1.2581771987786217e-09,2.034441208284681e-09,1.0774048070283408e-09,9.769566071099772e-10,9.314846041333628e-10,9.520475810490768e-10,5.251953309201965e-10,4.765694353492145e-10,5.015788021145839e-10,3.868741336061312e-10,2.8757666534956646e-10,2.465380850663337e-10,2.4129715371325627e-10,1.667288862870546e-10,1.4676737466432666e-10,1.1380185426695981e-10,8.837564829890319e-11
0,0.72,0.3,0.7,-1.0,0.0,1.0,3.5,4.458639402485025e-08,0.0,0.0,1.719886255279279e-08,0.0,0.0,7.766154844186942e-09,1.4433359091498126e-08,0.0,0.0,1.0871662153202548e-09,6.586290370559408e-09,3.536199123181047e-09,4.935579808522768e-09,2.105813506175347e-09,3.824891853891454e-09,2.3253246429988974e-09,2.3466088465105966e-09,1.997693216886754e-09,2.6605319500186884e-09,1.8156608005368327e-09,1.1401086224503228e-09,1.738744503582591e-09,1.2004513023557235e-09,1.042811199984623e-09,8.838758481470514e-10,7.984535267009493e-10,5.590642302209512e-10,4.744812745683171e-10,3.702246069166566e-10,3.2517108384603336e-10,2.5963394607667194e-10,2.435823166730029e-10,1.997968722559141e-10,1.430306021013207e-10,1.1920726667610389e-10,8.485404686977163e-11
0,0.72,0.3,0.7,-1.0,0.0,1.0,3.5,1.1099198994590654e-08,0.0,0.0,7.4158846697008826e-09,0.0,0.0,1.181616883042226e-09,4.595261001995646e-09,0.0,0.0,2.1864428473531492e-09,5.321146655669311e-09,4.966482581910992e-09,3.2575183989055437e-09,1.2805721070611354e-09,9.527608687417312e-10,1.0092716939718149e-09,1.4258277696183379e-09,1.2484408359372405e-09,8.393736772468558e-10,8.993488115525011e-10,1.1316079108170505e-09,7.668622838082207e-10,6.809599614988049e-10,5.666164616224719e-10,5.274055790362435e-10,4.5736528864230545e-10,3.7123334032390465e-10,3.617031968367633e-10,2.461702834610948e-10,2.4558931875014203e-10,1.9648507290075498e-10,1.5346828791835826e-10,1.3197310508582256e-10,1.0689683483371077e-10,8.063850930277326e-11,6.578522494931129e-11
0,0.72,0.3,0.7,-1.0,0.0,1.0,3.5,3.0934716417719015e-09,0.0,0.0,2.1816088861135805e-09,0.0,0.0,6.548670240644778e-09,6.662401835417016e-09,0.0,0.0,8.425212258839785e-09,3.49254015065766e-09,2.9294653123862823e-09,2.4131410511722673e-09,2.151455053196217e-09,1.845161968178718e-09,2.447622802753527e-09,1.8383322305222068e-09,1.116244165826969e-09,1.74855456587751e-09,7.959845986630685e-10,7.420549174649177e-10,8.244884869086623e-10,6.783612596961687e-10,6.950208659942162e-10,5.188240486109753e-10,4.891863625315036e-10,3.086929413844932e-10,3.165570862607458e-10,2.846118264143743e-10,2.1705435209299198e-10,1.963309901437508e-10,1.6860812454575886e-10,1.2614199681728278e-10,1.01506648523914e-10,8.700265546076191e-11,6.796833990331181e-11
0,0.72,0.3,0.7,-1.0,0.0,1.0,3.5,1.8707312559188752e-08,0.0,0.0,8.173829536764586e-09,0.0,0.0,8.086766668437256e-09,6.393215070070962e-09,0.0,0.0,1.7859977135117363e-09,1.1403627124042942e-09,3.3257169005049783e-09,1.6623330007859915e-09,2.3065662408829657e-09,1.7025392786253628e-09,1.1799093243562166e-09,1.8243213369312411e-09,1.167304004313636e-09,1.4154483138633427e-09,1.0410777943243619e-09,6.248686531829521e-10,6.535212520617549e-10,8.045243827662348e-10,4.740178608569847e-10,6.066047228478342e-10,4.812973365511522e-10,4.742465708817117e-10,3.2862890641690803e-10,3.1018733899587246e-10,2.24214679196917e-10,1.837657870542461e-10,1.4691834951451996e-10,1.372414449373935e-10,1.0463477924487453e-10,8.02504284653337e-11,6.913430858832143e-11
0,0.72,0.3,0.7,-1.0,0.0,1.0,3.5,5.008148464580997e-10,0.0,0.0,8.447192933897428e-09,0.0,0.0,8.076263635115e-09,2.046038936021159e-09,0.0,0.0,4.869400396926153e-09,3.6849647625257912e-09,2.78425119802739e-09,4.223208962212289e-09,3.1626840768912874e-09,1.0951264188933511e-09,1.3280285368564415e-09,1.2839707225449003e-09,1.498940196088814e-09,1.2529940563494426e-09,1.3618642430450201e-09,9.65498375586239e-10,9.590112477778407e-10,8.885971030522763e-10,8.239191848686185e-10,7.893601792551039e-10,6.108596069554807e-10,4.979092615879559e-10,4.235472280393533e-10,3.719293883060401e-10,3.451668775548756e-10,2.771264801756604e-10,2.3324235631138754e-10,1.7699731365476397e-10,1.3942413691725407e-10,1.2325608936250291e-10,9.406111924432399e-11
